post_id,immigration_related,event_related,immigration_sentiment,event_sentiment,Mexican_related,Muslim_related,Trump_related,Trump_sentiment
6250307292_10154086172922293,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29259828486_10154467763363487,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45623437315_10155253729257316,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10716057521_10153641518797522,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
150012808367284_1077574108944478,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215148520550_10157320693625551,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125342830842328_1189779564398644,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57972945858_10154484965515859,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
295479040495545_1167295576647216,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
419846804712840_1233358560028323,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8304333127_10154627979833128,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317179665134793_578761858976571,0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0
158924294183807_1131566480252912,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
197211981599_10154535786506600,1,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
107699875915002_1251875361497442,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460197020720819_1151328274941020,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40397252103_10153937969702104,1,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
125342830842328_1195719437137990,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300455573433044_1113121152166478,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5550296508_10155145107021509,0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0
909664125750328_1209335765783161,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460197020720819_1142098855863962,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316774245761_10154387912650762,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210277954204_10153820817289205,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241061082705085_881926705285183,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210277954204_10153874904754205,1,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
513813158657249_1155830974455461,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295479040495545_1165481420161965,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513600888679373_1257498474289607,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84258068778_10153809922828779,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168879986499653_1066560070064969,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
440522575997388_1056348401081466,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523943624350521_1051297154948496,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210732882417014_694308787392752,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328028680122_10157240001405123,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440106476051475_1220959664632815,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
133279166727577_1318336381555177,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169204449790211_1224946524215993,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119984188013847_1285990248079896,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463855417049923_838751459560315,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211919680353_10157623542410354,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279933092023507_1491509314199206,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354339424984_10154303055824985,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5953023255_10154466591153256,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909664125750328_1209272535789484,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300455573433044_1097771560368104,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425390150874429_1100837513329686,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210732882417014_685892871567677,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208763874023_10154060399044024,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513600888679373_1248052988567489,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347980278556458_1211820165505794,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116789651713844_1217204078339057,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6860957425_10153935665682426,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338028696036_10154565695436037,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367271796750940_872787979532650,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174725429795_10154814751414796,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7938522410_10153752882082411,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
112723252096438_1164802766888476,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241061082705085_870567346421119,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513813158657249_1147650331940192,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
125342830842328_1187956287914305,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150799104953073_1263586787007627,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300455573433044_1099004206911506,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909664125750328_1193623377354400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72924719987_10155388397064988,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467133963318685_1271891126176294,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
247174242966_10153792540682967,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279933092023507_1476808839002587,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147772245840_10153671317700841,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180213475460766_725318257616949,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147772245840_10153714155770841,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174725429795_10154740909214796,0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0
163121917034901_1402368683110212,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6250307292_10154095699922293,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
125342830842328_1206420469401220,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11643473298_10153915920208299,1,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
119984188013847_1284617748217146,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116933681791119_641830035968145,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125342830842328_1203247566385177,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
142868065759441_1319197931459776,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1413426908872170_1839249212956602,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
338028696036_10154566189221037,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193562797359225_1069514016430761,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
909664125750328_1201142399935831,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
113676922032321_1063596833706987,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352587308165634_1105659992858358,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7938522410_10153707832712411,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125342830842328_1203256626384271,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103729003025453_1068138336584510,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211524895670316_663513957138072,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
354339424984_10154380846384985,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289189664545158_877052299092222,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95475020353_10157612096945354,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133279166727577_1314064831982332,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106368016062691_1334476966585117,1,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
350771908311178_1089603687761326,1,0.0,0.0,-1.0,0.0,0.0,1.0,1.0
909664125750328_1209328895783848,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731244080298286_1098129403609750,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116727628853_10154490314903854,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174725429795_10154770719754796,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198021666971291_880884572018327,1,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
359772106595_10153816364331596,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100503403440061_658416040982125,0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0
57972945858_10154476049550859,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389658314427637_1485470914846366,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44473416732_10153931344566733,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38342932750_10153689761217751,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297176423632270_1462486400434594,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
112415152112864_1258648717489496,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76773076004_10154199237646005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201956993160690_1204419106247802,0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0
84258068778_10153809863718779,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186219261412563_1285185691515909,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158924294183807_1147633958646164,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328853823844484_1156054624457729,1,0.0,0.0,1.0,0.0,0.0,1.0,-1.0
754734577940325_1143580515722394,1,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
273863336077899_838582136272680,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174725429795_10154755563304796,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
721683147909323_1115340921876875,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
187516444593639_1350655174946421,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52902998700_10154545261448701,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251317564934798_1070679739665239,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196087640574_10154246121705575,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310676529001539_1087845734617944,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289189664545158_865627580234694,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142868065759441_1305212252858344,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
193266897438_10154672898342439,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300455573433044_1117723475039579,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210732882417014_683738895116408,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125342830842328_1193654810677786,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
56845382910_10154206855992911,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208763874023_10154073100119024,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168879986499653_1047040422016934,1,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
296856040436954_991479720974579,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279933092023507_1490579910958813,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574747565911344_1432387193480706,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568982666502934_1082083898526139,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531120203583969_1413565582006089,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127175687433107_669709939846343,1,0.0,1.0,0.0,1.0,0.0,1.0,-1.0
8719774366_10154603647529367,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354263831266028_1489964357695964,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140738092630206_1196117953758876,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
193266897438_10154631162222439,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
407570359384477_788102417997934,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463855417049923_843161492452645,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
125342830842328_1189902867719647,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405679386265498_671438699689564,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
125342830842328_1212316925478241,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
413605605357873_1207810872604005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909664125750328_1194262323957172,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259955926518_10153894940441519,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295732903793433_1276823589017688,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909664125750328_1198325183550886,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211524895670316_663410223815112,1,0.0,1.0,0.0,0.0,0.0,1.0,-1.0
131043201847_10153995617066848,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
195768000454891_1335705343127812,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8304333127_10154644393553128,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
909664125750328_1204089889641082,0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0
33455892182_10153851514607183,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599617463415786_1233793983331461,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231919626926856_1027556864029791,1,0.0,0.0,-1.0,0.0,0.0,1.0,0.0
19003252165_10155113427732166,1,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
440106476051475_1214538655274916,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167115176655082_1354065547960033,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133279166727577_1322075464514602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311190048935167_1111310195589811,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909664125750328_1195579083825496,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
21218780346_10157450439455347,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274793152585613_1148634461868140,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
721683147909323_1093828127361488,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99881661864_10154052658226865,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112415152112864_1248964348457933,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394446677425989_582973815239940,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
444258668967650_1124471397613037,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
359772106595_10153782829161596,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41632789656_10155278667124657,0,0.0,1.0,0.0,0.0,1.0,1.0,-1.0
188355460514_10157427468740515,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125342830842328_1203091616400772,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6521822915_10153844616517916,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41201204962_10150739421314963,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344637645551128_1384245058257043,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395952163902381_675222599308668,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38925837299_10154520242037300,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38342932750_10153685502007751,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193266897438_10154677721502439,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163121917034901_1419613354719078,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240822886041144_911965485593544,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22067606728_10154904998851729,0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
7533944086_10154042289084087,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41093998634_10153965208643635,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171577161630_10153677635586631,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316057878492825_1025051324260140,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9124187907_10155091480087908,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111938618893743_1148961625191432,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
221573484697614_638211576367134,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228702593913193_1037648546351923,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240822886041144_929231103866982,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
5637143257_10154485700508258,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150012808367284_1069463336422222,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20446254070_10153865497384071,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521878704532086_1114661618587122,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159499837454214_1115829315154590,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
254541051349349_847520152051433,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164878620263509_1118263501591678,1,1.0,0.0,0.0,0.0,0.0,1.0,-1.0
27088225427_10154278732400428,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
125342830842328_1212269738816293,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64588666340_10154350278156341,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702815073143116_1095570197200933,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43179984254_10154574429979255,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259955926518_10153922394991519,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100503403440061_661482060675523,1,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
21516776437_10154241724561438,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721683147909323_1114500855294215,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91686597689_10154066978242690,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164878620263509_1109700312447997,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
429101477109798_1258987294121208,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513813158657249_1141933682511857,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132812533432684_1146173645429896,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519305544814653_1220837084661492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59404413854_10154068913943855,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134486075205_10158041071075206,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389658314427637_1504885799571544,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30116744273_10154564871289274,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909664125750328_1197560973627307,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231919626926856_1043401379112006,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519305544814653_1228526023892598,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440522575997388_1045827628800210,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150012808367284_1083972801637942,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
131043201847_10153996251046848,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
195768000454891_1344403892257957,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
184096565021911_1019637718134454,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
188355460514_10157440667480515,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179035672287016_839073146283262,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405679386265498_673510666149034,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125342830842328_1189904321052835,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109880029049898_1089008451137046,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754734577940325_1143632445717201,1,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
210732882417014_691500327673598,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159589220724202_1450440044972440,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591402597574018_1084193228294950,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516676641828189_648485538647298,1,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
354263831266028_1489211391104594,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161528283857490_1267883229888651,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240822886041144_914170705373022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116789651713844_1212148122177986,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114050161948682_1191552167531804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523943624350521_1054589574619254,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389658314427637_1487070504686407,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195768000454891_1320060108025669,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133279166727577_1314270361961779,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618786471475708_1223239497697066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754734577940325_1130206920393087,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289189664545158_871921682938617,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142125212473533_1338303916188984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619459291436461_1077498242299228,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179035672287016_836529769870933,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
125342830842328_1210091162367484,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442430012490396_1117837921616265,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311925502180080_1113412498698039,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131004177063779_641453949352130,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127559550648374_1131905120213807,1,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
359772106595_10153771794211596,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125342830842328_1194870083889592,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10643211755_10154719758606756,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112883682080346_1065953603440011,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125342830842328_1192465927463341,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359772106595_10153796340111596,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112883682080346_1063835853651786,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73881494481_10154017484254482,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
243558409135842_655362594622086,0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
125342830842328_1191884074188193,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192518057471204_1122027017853632,1,0.0,1.0,0.0,0.0,0.0,1.0,-1.0
236123223432862_285159155195935,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311190048935167_1088910207829810,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238680483163972_297183143980372,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131004177063779_632293510268174,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354339424984_10154331981969985,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186473214703370_1436705976346748,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119984188013847_1301513209860933,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235852889908002_632917650201522,0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0
76378187097_10153899517012098,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221336024625241_1091637564261745,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721683147909323_1117075358370098,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103523196350872_1031838946852621,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13652355666_10153803401140667,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
184859785026060_672806432898057,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114896831960040_1140263706090009,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389658314427637_1507255339334590,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215148520550_10157182890660551,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338028696036_10154566021316037,0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0
440522575997388_1042683472447959,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85452072376_10153725607867377,1,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
235086849974878_698611850289040,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
125342830842328_1191818404194760,1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
695526053890545_932440580199090,1,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
102533606954_10154275223326955,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135665053303678_540584459478400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112723252096438_1171951072840312,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193266897438_10154657364602439,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413605605357873_1221069404611485,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21124264380_10154762686654381,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164878620263509_1116909708393724,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18468761129_10154155612751130,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103708747870_10154549470057871,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41201204962_10150746099939963,1,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
47689998796_10154839172293797,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155626841228459_390800241044450,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89613772643_10153837384107644,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109880029049898_1087400397964518,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413605605357873_1220335898018169,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630067593722141_1193713844024177,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350771908311178_1103360689718959,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274793152585613_1161646320566954,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13312631635_10153919470601636,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125342830842328_1204046722971928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281709225144_10157371095800145,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909664125750328_1197418326974905,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61308923432_10154355388563433,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226821494115353_912133385584157,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531120203583969_1400430443319603,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228702593913193_1032365470213564,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328028680122_10157220064020123,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92925746942_10154138304356943,1,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
405679386265498_678988378934596,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338263012624_10154512951417625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300455573433044_1116047165207210,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
